CODE,PRJ_LETTER_GRADE,SB_UID,SB_STATE,sbName,execount,observed,C34_1,C34_2,C34_3,C34_4,C34_5,C34_6,C34_7
2013.1.00205.S,B,uid://A001/X122/X540,Ready,nugg2599_a_07_TE,5,0.0,0,0,0,0,0,0,1
2013.1.00120.S,B,uid://A001/X13e/X181,FullyObserved,NGC_5253_a_03_TE,4,4.0,0,1,1,1,1,1,0
2013.1.00120.S,B,uid://A001/X13e/X182,FullyObserved,NGC_5253_a_06_TE,1,1.0,1,0,0,0,0,0,0
2013.1.00704.S,B,uid://A001/X144/X111,Ready,LAB01_a_07_TE,3,0.0,1,1,1,1,1,1,0
2013.1.00103.S,C,uid://A001/X147/X244,FullyObserved,005527_a_03_TE,1,1.0,0,1,1,1,1,1,0
2013.1.00103.S,C,uid://A001/X147/X246,FullyObserved,020356_a_03_TE,1,1.0,0,1,1,1,1,1,0
2013.1.00103.S,C,uid://A001/X147/X245,FullyObserved,040208_a_03_TE,2,2.0,0,1,1,1,1,1,0
2013.1.00103.S,C,uid://A001/X147/X247,FullyObserved,235347_a_03_TE,3,3.0,0,0,1,1,1,1,0
2013.1.00224.S,C,uid://A001/X147/X7,Ready,HD142527_a_07_TE,5,0.0,0,0,0,0,0,1,0
2013.1.00224.S,C,uid://A001/X147/X8,Ready,HD142527_a_07_TC,3,0.0,0,1,0,0,0,0,0
2012.1.00678.S,B,uid://A002/X609170/Xc4,Ready,IRAS_16342-3814_345_12m_C32-5,2,0.0,0,0,0,0,1,1,0
2012.1.00013.S,B,uid://A002/X5d7935/X2ab,FullyObserved,HH111MM_1_B6_12M,3,3.0,0,0,0,1,0,0,0
2012.1.00013.S,B,uid://A002/X628157/Xaa,Ready,HH111MM_2_B6_12M,4,0.0,0,0,0,0,0,1,0
2013.1.00740.S,B,uid://A001/X13a/X16f,Ready,vv114_a_07_TE,2,0.0,0,0,0,0,0,1,1
2013.1.00740.S,B,uid://A001/X13a/X170,Ready,vv114_b_07_TE,2,0.0,0,0,0,0,0,0,1
2012.1.00712.S,B,uid://A002/X609170/X142,FullyObserved,IRAS_16293-2422_B3,1,1.0,0,0,1,1,1,1,0
2012.1.00712.S,B,uid://A002/X609170/X143,FullyObserved,IRAS_16293-2422_B6_1,2,2.0,0,0,1,1,1,1,0
2012.1.00712.S,B,uid://A002/X609170/X144,FullyObserved,IRAS_16293-2422_B6_2,2,2.0,0,0,1,1,1,1,0
2012.1.00844.S,B,uid://A002/X5a9a13/X545,FullyObserved,SPT_tuning1,3,3.0,1,0,0,0,0,0,0
2012.1.00844.S,B,uid://A002/X5a9a13/X546,FullyObserved,SPT_tuning2,1,1.0,1,0,0,0,0,0,0
2012.1.00844.S,B,uid://A002/X5a9a13/X547,FullyObserved,SPT_tuning3,1,1.0,1,0,0,0,0,0,0
2012.1.00844.S,B,uid://A002/X5a9a13/X548,FullyObserved,SPT_tuning4,1,1.0,1,0,0,0,0,0,0
2012.1.00844.S,B,uid://A002/X5a9a13/X549,FullyObserved,SPT_tuning5,2,2.0,1,0,0,0,0,0,0
2012.1.00543.S,B,uid://A002/X684eb5/X207,Ready,SgrAstar_12m,2,1.0,1,0,0,0,0,0,0
2013.1.01013.S,B,uid://A001/X121/X106,FullyObserved,4U_1728-_a_07_TE,2,2.0,1,1,1,1,1,1,0
2013.1.01013.S,B,uid://A001/X121/X107,FullyObserved,4U_1820-_a_07_TE,2,2.0,1,1,1,1,1,1,0
2013.1.01157.S,B,uid://A001/X13a/X160,Ready,IRAS1539_a_06_TE,1,0.0,0,0,0,0,0,1,0
2013.1.01157.S,B,uid://A001/X13a/X161,Ready,IRAS1539_a_07_TE,1,0.0,0,0,0,0,0,1,1
2012.1.00789.S,B,uid://A002/X5d7935/X393,FullyObserved,ngc_253_a_06_12,2,2.0,0,0,0,1,0,0,0
2013.1.01180.S,B,uid://A001/X145/X3aa,FullyObserved,ad3a-042_a_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.01180.S,B,uid://A001/X145/X3ab,FullyObserved,ad3a-044_a_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.01180.S,B,uid://A001/X145/X3ac,FullyObserved,ad3a-038_a_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.01180.S,B,uid://A001/X145/X3ad,FullyObserved,ad3a-040_a_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.01180.S,B,uid://A001/X145/X3ae,FullyObserved,ad3a-043_a_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.01180.S,B,uid://A001/X145/X3af,FullyObserved,ad3a-048_a_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.01230.S,B,uid://A001/X123/X1,Ready,G0244.8+_a_08_TE,1,0.0,0,0,1,1,1,1,0
2013.1.01230.S,B,uid://A001/X123/X2,Ready,G045.1+6_a_08_TE,1,0.0,0,0,0,1,1,0,0
2013.1.01230.S,B,uid://A001/X123/X3,Ready,G231.3+7_a_08_TE,1,0.0,0,0,0,1,0,0,0
2013.1.01230.S,B,uid://A001/X123/X4,Ready,G244.8+5_a_09_TE,1,0.0,1,0,0,0,0,0,0
2012.1.00324.S,B,uid://A002/X7d1738/X125,Ready,IRC+10216_12m_B9_repeat_x3,3,0.0,0,0,0,0,0,1,1
2013.1.00566.S,B,uid://A001/X13b/X17f,Ready,ALMA-NB2_a_07_TE,2,0.0,0,0,0,0,0,1,1
2012.1.00962.S,B,uid://A002/X5eed86/X1,FullyObserved,Abell383_z1,2,4.0,1,1,1,1,1,1,0
2013.1.01282.S,B,uid://A001/X13f/Xe8,Ready,Centauru_a_07_TE,2,0.0,0,1,1,1,1,1,0
2012.1.00413.S,B,uid://A002/X684eb5/X102,Ready,He2-10_265GHz_12m,4,0.0,0,0,0,0,0,1,1
2012.1.00853.S,B,uid://A002/X5a279f/X1,Ready,Io_345GHz_12m_C32-56,3,0.0,0,0,0,0,1,1,0
2012.1.00853.S,B,uid://A002/X5a279f/X2,Suspended,Io_337GHz_12m_C32-56,3,0.0,0,0,0,0,1,1,0
2012.1.00479.S,B,uid://A002/X7fb989/X58,Ready,Circinus_12m_B7_repeat_x1,1,0.0,0,0,0,0,0,0,1
2012.1.00479.S,B,uid://A002/X7fb989/X59,Ready,Circinus_12m_B9_repeat_x1,1,0.0,0,0,0,0,0,0,1
2012.1.00983.S,B,uid://A002/X7d1738/X164,FullyObserved,GOODS-H_a_12m_B7_repeat_x2,2,2.0,0,0,0,0,1,1,0
2012.1.00983.S,B,uid://A002/X7d1738/X165,FullyObserved,GOODS-H_b_12m_B7_repeat_x1,1,1.0,0,0,0,0,1,1,0
2012.1.00983.S,B,uid://A002/X7d1738/X166,FullyObserved,GOODS-H_c_12m_B7_repeat_x2,2,2.0,0,0,0,0,1,1,0
2012.1.00306.S,B,uid://A002/X7d1738/X142,Ready,IRAS13120_B3_12m,1,0.0,0,0,0,0,0,1,1
2012.1.00306.S,B,uid://A002/X7d1738/X143,Ready,IRASF14378_B3_12m,1,0.0,0,0,0,0,0,1,1
2012.1.00306.S,B,uid://A002/X7d1738/X144,Ready,IRASF20551_B3_12m,2,1.0,0,0,0,0,0,1,1
2012.1.00306.S,B,uid://A002/X7d1738/X145,Ready,IRASF05189_B3_12m,2,0.0,0,0,0,0,0,1,1
2012.1.00178.S,B,uid://A002/X684eb5/X30,Ready,L1689N_335GHz_12m_C32-1,2,0.0,1,0,0,0,0,0,0
2012.1.00178.S,B,uid://A002/X684eb5/X32,Ready,L1689N_310GHz_12m_C32-1,3,0.0,1,0,0,0,0,0,0
2013.1.00672.S,C,uid://A001/X144/X16c,Phase2Submitted,DK_Tau_a_07_TE,1,0.0,0,0,0,0,1,1,0
2013.1.00672.S,C,uid://A001/X144/X16d,Phase2Submitted,IT_Tau_a_07_TE,2,0.0,0,0,0,0,1,1,0
2013.1.00063.S,A,uid://A001/X12e/X276,Ready,sn1987a_a_07_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00063.S,A,uid://A001/X12e/X277,Ready,sn1987a_b_07_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00063.S,A,uid://A001/X12e/X278,Ready,sn1987a_c_07_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00063.S,A,uid://A001/X13e/Xb0,Ready,sn1987a_a_09_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00063.S,A,uid://A001/X13e/Xb1,Ready,sn1987a_b_09_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00063.S,A,uid://A001/X13e/Xb2,Ready,sn1987a_c_09_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00063.S,A,uid://A001/X12e/X279,Ready,sn1987a_d_07_TE,1,0.0,0,0,0,0,0,0,1
2012.1.00237.S,B,uid://A002/X6444ba/X5d,Ready,IRC+10216_711,2,0.0,0,0,0,0,0,0,1
2012.1.00237.S,B,uid://A002/X6444ba/X5e,Ready,IRC+10216_703,2,0.0,0,0,0,0,0,0,1
2012.1.00237.S,B,uid://A002/X6444ba/X5f,Ready,IRC+10216_696,1,0.0,0,0,0,0,0,0,1
2012.1.00237.S,B,uid://A002/X6444ba/X60,Ready,IRC+10216_688,1,0.0,0,0,0,0,0,0,1
2012.1.00237.S,B,uid://A002/X6444ba/X61,Ready,IRC+10216_629,1,0.0,0,0,0,0,0,0,1
2013.1.00092.S,A,uid://A001/X13f/X1,FullyObserved,CosDeep4_a_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.00092.S,A,uid://A001/X13f/X2,FullyObserved,KMOS3D_G_a_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.00092.S,A,uid://A001/X13f/X3,FullyObserved,KMOS3D_G_b_03_TE,2,2.0,1,1,1,1,1,1,0
2013.1.00092.S,A,uid://A001/X13f/X4,FullyObserved,KMOS3D_U_a_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.00092.S,A,uid://A001/X13f/X5,FullyObserved,KMOS3D_U_b_03_TE,2,2.0,1,1,1,1,1,1,0
2013.1.00092.S,A,uid://A001/X13f/X6,FullyObserved,KMOS3D_U_c_03_TE,2,2.0,1,1,1,1,1,1,0
2013.1.00092.S,A,uid://A001/X13f/X7,FullyObserved,KMOS3D_U_d_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.00092.S,A,uid://A001/X13f/X8,FullyObserved,KMOS3D_G_c_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.00092.S,A,uid://A001/X13f/X9,FullyObserved,KMOS3D_G_d_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.00092.S,A,uid://A001/X13f/Xa,FullyObserved,KMOS3D_C_a_03_TE,1,1.0,1,1,1,1,1,1,0
2012.1.00522.S,B,uid://A002/X684eb5/X10f,Ready,MonR2_662GHz_12m,1,0.0,0,0,0,0,0,1,1
2012.1.00631.S,B,uid://A002/X7368a9/X4,Ready,HD_142527,4,0.0,0,0,0,0,0,1,0
2013.1.00111.S,B,uid://A001/X122/Xa,Ready,sgra_sta_a_06_TE,1,0.0,0,0,0,0,0,1,0
2013.1.00111.S,B,uid://A001/X122/X8,Ready,ngc1068_a_06_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00111.S,B,uid://A001/X122/X9,Ready,SgrB2_M_a_06_TE,1,0.0,0,0,0,0,1,1,0
2013.1.00111.S,B,uid://A001/X122/Xb,Ready,G328.807_a_06_TE,1,0.0,0,0,1,1,1,1,0
2013.1.00111.S,B,uid://A001/X122/Xc,Ready,G330.953_a_06_TE,1,0.0,0,0,1,1,1,1,0
2013.1.00111.S,B,uid://A001/X122/Xd,Ready,G332.825_a_06_TE,1,0.0,0,0,1,1,1,1,0
2013.1.00111.S,B,uid://A001/X122/Xe,Ready,sgra_sta_b_06_TE,1,0.0,0,0,0,0,0,1,1
2013.1.00111.S,B,uid://A001/X122/Xf,Ready,ngc_1068_a_06_TE,1,0.0,0,0,0,0,0,1,1
2012.1.00385.S,B,uid://A002/X6b0cc1/Xa0,FullyObserved,eta_Corvi,6,6.0,1,0,0,0,0,0,0
2013.1.00337.S,C,uid://A001/X144/Xf1,Phase2Submitted,CHXR22E_a_06_TE,3,0.0,0,0,0,0,0,0,1
2013.1.00337.S,C,uid://A001/X144/Xf2,Phase2Submitted,CHXR22E_a_06_TC,2,0.0,0,0,1,0,0,0,0
2013.1.00014.S,B,uid://A001/X12b/X22c,Ready,NGC_1068_a_07_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00014.S,B,uid://A001/X12b/X22d,Ready,NGC_1068_a_09_TE,2,0.0,0,0,0,0,0,1,0
2013.1.01020.S,B,uid://A001/X147/Xb9,Ready,pds70_a_06_TE,1,0.0,0,0,0,0,0,0,1
2013.1.01020.S,B,uid://A001/X147/Xba,Ready,rx_j1604_a_06_TE,1,0.0,0,0,0,0,0,1,1
2013.1.01020.S,B,uid://A001/X147/Xbb,Ready,sz_91_a_06_TE,1,0.0,0,0,0,0,0,0,1
2013.1.01020.S,B,uid://A001/X147/Xbc,Ready,iras0412_a_06_TE,1,0.0,0,0,0,0,0,0,1
2012.1.00116.S,B,uid://A002/X609170/X10,FullyObserved,Helix_globule_C1_230_12m_C32-5,4,4.0,0,0,0,0,1,1,0
2013.1.00260.S,B,uid://A001/X13e/Xbc,Ready,G351.77-_a_09_TE,1,0.0,0,0,0,0,0,1,0
2013.1.00718.S,B,uid://A001/X13f/X48,FullyObserved,UDF1_a_06_TE,2,2.0,1,1,1,1,1,1,0
2013.1.00718.S,B,uid://A001/X13f/X49,FullyObserved,UDF1_b_06_TE,2,2.0,1,1,1,1,1,1,0
2013.1.00718.S,B,uid://A001/X13f/X4a,FullyObserved,UDF1_c_06_TE,2,2.0,1,1,1,1,1,1,0
2013.1.00718.S,B,uid://A001/X13f/X4b,FullyObserved,UDF1_d_06_TE,2,2.0,1,1,1,1,1,1,0
2013.1.00718.S,B,uid://A001/X13f/X4c,FullyObserved,UDF1_e_06_TE,2,2.0,1,1,1,1,1,1,0
2013.1.00718.S,B,uid://A001/X13f/X4d,FullyObserved,UDF1_f_06_TE,2,2.0,1,1,1,1,1,1,0
2013.1.00718.S,B,uid://A001/X13f/X4e,FullyObserved,UDF1_g_06_TE,2,2.0,1,1,1,1,1,1,0
2013.1.00718.S,B,uid://A001/X13f/X4f,FullyObserved,UDF1_h_06_TE,2,2.0,1,1,1,1,1,1,0
2012.1.00400.S,B,uid://A002/X684eb5/X4e,Ready,TW_Hya_372_12m,3,2.0,1,1,1,1,0,0,0
2012.1.00469.S,B,uid://A002/X7d1738/X15a,FullyObserved,AFGL_4176_12m_B6_repeat_x2,2,2.0,0,0,0,0,0,1,0
2012.1.00317.S,B,uid://A002/X609170/X10d,Ready,Arp220_B9_2__C6,1,0.0,0,0,0,0,0,0,1
2012.1.00317.S,B,uid://A002/X609170/X10e,Ready,Arp220_B9_1__C6,1,0.0,0,0,0,0,0,0,1
2012.1.00317.S,B,uid://A002/X609170/X10f,Ready,Arp220_B9_2__C4,1,0.0,0,0,0,0,1,0,0
2012.1.00317.S,B,uid://A002/X609170/X110,Ready,Arp220_B9_1__C4,2,1.0,0,0,0,0,1,0,0
2012.1.00317.S,B,uid://A002/X609170/X111,Ready,Arp220_B7_1,1,0.0,0,0,0,0,0,0,1
2012.1.00317.S,B,uid://A002/X609170/X112,Ready,Arp220_B7_4,1,0.0,0,0,0,0,0,0,1
2012.1.00317.S,B,uid://A002/X609170/X113,Ready,Arp220_B7_2,1,0.0,0,0,0,0,0,0,1
2012.1.00317.S,B,uid://A002/X609170/X114,Ready,Arp220_B7_3,1,0.0,0,0,0,0,0,0,1
2012.1.00317.S,B,uid://A002/X609170/X115,Ready,Arp220_C6_2,1,0.0,0,0,0,0,0,0,1
2012.1.00317.S,B,uid://A002/X609170/X116,Ready,Arp220_C6_4,1,0.0,0,0,0,0,0,0,1
2012.1.00317.S,B,uid://A002/X609170/X117,Ready,Arp220_C6_3,1,0.0,0,0,0,0,0,0,1
2012.1.00317.S,B,uid://A002/X609170/X118,Ready,Arp220_C6_1,1,0.0,0,0,0,0,0,1,1
2013.1.00273.S,C,uid://A001/X148/X62,Ready,J0109-30_a_06_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00273.S,C,uid://A001/X148/X63,Ready,J0305-31_a_06_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00273.S,C,uid://A001/X148/X64,Ready,J2348-30_a_06_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00273.S,C,uid://A001/X148/X67,FullyObserved,J0109-30_a_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.00273.S,C,uid://A001/X148/X65,FullyObserved,J0305-31_a_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.00273.S,C,uid://A001/X148/X66,FullyObserved,J2348-30_a_03_TE,1,1.0,1,1,1,1,1,1,0
2013.1.00486.S,C,uid://A001/X144/X4d,Phase2Submitted,Fomalhau_a_06_TE,3,0.0,0,0,1,1,1,1,0
2013.1.00171.S,B,uid://A001/X122/X46e,Ready,C_1591_a_03_TE,1,0.0,0,0,1,1,1,1,0
2013.1.00171.S,B,uid://A001/X122/X46f,FullyObserved,682_a_03_TE,1,1.0,0,0,1,1,1,1,0
2013.1.00171.S,B,uid://A001/X122/X470,Ready,C_488_a_03_TE,2,0.0,0,0,1,1,1,1,0
2013.1.00164.S,B,uid://A001/X138/X65,FullyObserved,G09v1.12_a_06_TE,1,1.0,0,0,0,1,1,1,0
2013.1.00164.S,B,uid://A001/X138/X66,Ready,NAv1.144_a_06_TE,1,0.0,0,0,0,1,1,1,1
2013.1.00164.S,B,uid://A001/X138/X67,Ready,Eyelash_a_06_TE,2,0.0,0,0,0,1,1,1,0
2013.1.00164.S,B,uid://A001/X138/X68,Ready,NAv1.56_a_06_TE,1,0.0,0,0,0,0,1,1,1
2013.1.00164.S,B,uid://A001/X138/X69,Ready,G09v1.40_a_06_TE,1,0.0,0,0,1,1,1,1,0
2013.1.00164.S,B,uid://A001/X138/X6a,FullyObserved,SDP17_a_06_TE,1,1.0,0,0,0,1,1,1,0
2013.1.00164.S,B,uid://A001/X138/X6b,FullyObserved,SDP130_a_06_TE,1,1.0,0,0,0,1,1,1,0
2012.1.00402.S,B,uid://A002/X5eed86/Xe3,FullyObserved,SHiZELS-8_B3CO,3,3.0,0,1,1,1,1,1,0
2012.1.00402.S,B,uid://A002/X5eed86/Xe4,FullyObserved,SHiZELS-8_B7cont,2,2.0,0,0,0,0,1,1,0
2013.1.00305.S,B,uid://A001/X13d/X5f,Ready,HD_14252_a_07_TE,2,0.0,0,0,0,0,0,1,1
2013.1.00305.S,B,uid://A001/X13d/X60,Ready,HD_14252_b_07_TE,2,0.0,0,0,0,0,0,1,1
2013.1.00305.S,B,uid://A001/X13d/X61,Ready,HD_14252_a_04_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00305.S,B,uid://A001/X13d/X62,Ready,HD_14252_a_06_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00941.S,C,uid://A001/X144/X241,Ready,GRB05040_a_07_TE,1,0.0,0,1,1,1,1,1,0
2013.1.00941.S,C,uid://A001/X144/X242,Ready,GRB07030_a_07_TE,1,0.0,0,1,1,1,1,1,0
2013.1.00941.S,C,uid://A001/X144/X243,Ready,GRB07080_a_07_TE,1,0.0,0,1,1,1,1,1,0
2013.1.00941.S,C,uid://A001/X144/X244,Ready,GRB08060_a_07_TE,1,0.0,0,1,1,1,1,1,0
2013.1.00941.S,C,uid://A001/X144/X246,Ready,GRB08122_a_07_TE,1,0.0,1,1,1,1,1,1,0
2013.1.00941.S,C,uid://A001/X144/X245,Ready,GRB12062_a_07_TE,1,0.0,0,1,1,1,1,1,0
2013.1.01194.S,A,uid://A001/X11f/X46,FullyObserved,SgrB2_S_a_03_TE,1,2.0,0,1,1,1,1,1,0
2013.1.01194.S,A,uid://A001/X11f/X47,FullyObserved,G10.6-0._a_03_TE,1,1.0,0,1,1,1,1,1,0
2013.1.01194.S,A,uid://A001/X11f/X48,FullyObserved,B1730-13_a_03_TE,4,4.0,0,1,1,1,1,1,0
2012.1.00366.S,B,uid://A002/X6444ba/Xf7,Ready,08477-4359c1,1,0.0,0,0,0,0,1,1,0
2012.1.00366.S,B,uid://A002/X6444ba/Xf8,Ready,13039-6108c6,1,0.0,0,0,0,0,0,1,0
2012.1.00366.S,B,uid://A002/X6444ba/Xf9,Ready,Multi-source_15557,1,0.0,0,0,0,0,1,1,0
2012.1.00366.S,B,uid://A002/X6444ba/Xfa,Ready,Multi-source_16061,1,0.0,0,0,0,0,1,1,0
2012.1.00993.S,B,uid://A002/X7fb989/Xaa,FullyObserved,uv_cet_Band3_12m_C32-5,1,1.0,0,0,0,1,1,1,0
2013.1.01241.S,B,uid://A001/X145/X36d,FullyObserved,MS0451_a_06_TE,3,3.0,1,1,1,1,1,1,0
2013.1.01241.S,B,uid://A001/X145/X36e,FullyObserved,A383_a_06_TE,3,3.0,0,1,1,1,1,1,0
2013.1.00244.S,B,uid://A001/X146/X8,Ready,IRAS1539_a_08_TE,1,0.0,0,1,1,1,1,1,0
2013.1.00244.S,B,uid://A001/X146/X9,Ready,IRAS1539_b_08_TE,1,0.0,0,1,1,1,1,1,0
2013.1.01064.S,B,uid://A001/X145/X359,FullyObserved,A1689-zD_a_06_TE,1,1.0,0,1,1,1,1,1,0
2013.1.01064.S,B,uid://A001/X145/X35a,FullyObserved,A1689-zD_b_06_TE,1,1.0,0,1,1,1,1,1,0
2013.1.01064.S,B,uid://A001/X145/X35b,FullyObserved,A1689-zD_c_06_TE,1,1.0,0,1,1,1,1,1,0
2013.1.01064.S,B,uid://A001/X145/X358,Ready,A1689-zD_a_07_TE,1,0.0,0,1,1,1,1,1,0
2013.1.00662.S,C,uid://A001/X145/Xb8,Ready,OMC-2_a_03_TE,7,7.0,0,1,0,0,0,0,0
2013.1.00662.S,C,uid://A001/X145/Xb7,Ready,OMC-2_a_04_TE,1,0.0,0,0,0,0,1,0,0
2013.1.00662.S,C,uid://A001/X145/Xba,FullyObserved,OMC-3_a_03_TE,7,7.0,0,1,0,0,0,0,0
2013.1.00662.S,C,uid://A001/X145/Xbc,Ready,OMC-3_a_04_TE,1,0.0,0,0,0,0,1,0,0
2013.1.00031.S,B,uid://A001/X12f/X281,Ready,Per12_NG_a_06_TE,4,0.0,0,0,0,0,0,0,1
2013.1.00832.S,B,uid://A001/X122/X12c,FullyObserved,PCC_1154_a_06_TE,1,1.0,0,1,0,0,0,0,0
2012.1.00158.S,B,uid://A002/X7f285c/X29,FullyObserved,sr21_doar44_B7,2,2.0,0,0,0,0,1,1,0
2012.1.00158.S,B,uid://A002/X7f285c/X2a,FullyObserved,hd_135344_B7,2,2.0,0,0,0,0,1,1,0
2012.1.01022.S,B,uid://A002/X7fb989/X48,Ready,IIZw96_332GHz_12m_C32-6,1,0.0,0,0,0,0,0,1,1
2013.1.00291.S,B,uid://A001/X13b/X166,Ready,BHB07-10_a_06_TE,3,0.0,0,0,0,0,0,1,1
2013.1.00291.S,B,uid://A001/X13b/X167,Ready,BHB07-10_b_06_TE,1,0.0,0,0,0,0,0,1,1
2012.1.00743.S,B,uid://A002/X5d7935/X2bf,FullyObserved,UpperSco_334_12m_C32-any,2,2.0,1,1,1,1,1,1,0
2012.1.00743.S,B,uid://A002/X5d7935/X2c0,Ready,Taurus1_334_12m_C32-any,3,3.0,1,1,1,1,1,1,0
2012.1.00743.S,B,uid://A002/X5d7935/X2c1,FullyObserved,Taurus2a_334_12m_C32-any,2,2.0,1,1,1,1,1,1,0
2012.1.00743.S,B,uid://A002/X5d7935/X2c2,FullyObserved,Taurus2b_334_12m_C32-ant,2,2.0,1,1,1,1,1,1,0
2012.1.00542.S,B,uid://A002/X6444ba/X33,FullyObserved,Barnard_30_North,1,1.0,0,1,1,0,0,0,0
2012.1.00542.S,B,uid://A002/X6444ba/X34,FullyObserved,Barnard_30_south,2,2.0,0,1,1,0,0,0,0
2012.1.00334.S,B,uid://A002/X684eb5/Xc3,Ready,J0849_102GHz_12m,1,0.0,0,0,0,0,0,1,1
2012.1.00334.S,B,uid://A002/X684eb5/Xc4,Ready,J0849_222GHz_12m,1,0.0,0,0,0,0,0,1,1
2012.1.00334.S,B,uid://A002/X684eb5/Xc5,Ready,J0849_290GHz_12m,1,0.0,0,0,0,0,1,1,0
2012.1.00334.S,B,uid://A002/X684eb5/Xc6,Ready,J0849_353GHz_12m,1,0.0,0,0,0,0,1,1,0
2012.1.00334.S,B,uid://A002/X684eb5/Xc7,Ready,J0849_104GHz_12m,1,0.0,0,0,0,0,0,1,0
2013.1.00246.S,B,uid://A001/X140/X1,FullyObserved,RX_J1347_a_03_TE,4,4.0,1,0,0,0,0,0,0
2013.1.00691.S,B,uid://A001/X12a/X27d,Ready,Haumea_a_07_TE,2,0.0,0,0,0,0,0,1,0
2013.1.00280.S,B,uid://A001/X121/Xb0,FullyObserved,sn1987a_a_06_TE,1,1.0,0,0,0,0,0,1,1
2013.1.00280.S,B,uid://A001/X121/Xb1,FullyObserved,sn1987a_b_06_TE,1,1.0,0,0,0,0,0,1,1
2013.1.00280.S,B,uid://A001/X121/Xb2,FullyObserved,sn1987a_c_06_TE,1,1.0,0,0,0,0,0,1,1
2013.1.00280.S,B,uid://A001/X121/Xb3,FullyObserved,sn1987a_d_06_TE,1,1.0,0,0,0,0,0,1,1
2013.1.00280.S,B,uid://A001/X121/Xb4,FullyObserved,sn1987a_e_06_TE,1,1.0,0,0,0,0,0,1,0
2013.1.00280.S,B,uid://A001/X121/Xb5,FullyObserved,sn1987a_f_06_TE,1,1.0,0,0,0,0,0,1,0
2013.1.00280.S,B,uid://A001/X121/Xb6,FullyObserved,sn1987a_g_06_TE,1,1.0,0,0,0,0,0,1,0
2013.1.00280.S,B,uid://A001/X121/Xb7,FullyObserved,sn1987a_h_06_TE,1,1.0,0,0,0,0,1,1,0
2013.1.00280.S,B,uid://A001/X121/Xb8,FullyObserved,sn1987a_a_07_TE,1,1.0,0,0,0,0,1,1,0
2013.1.00280.S,B,uid://A001/X121/Xb9,FullyObserved,sn1987a_b_07_TE,1,1.0,0,0,0,0,1,1,0
2013.1.00280.S,B,uid://A001/X121/Xba,Ready,sn1987a_c_07_TE,1,0.0,0,0,0,0,1,1,0
2013.1.00280.S,B,uid://A001/X121/Xbb,Ready,sn1987a_d_07_TE,1,0.0,0,0,0,0,1,1,0
2013.1.00280.S,B,uid://A001/X121/Xbc,Ready,sn1987a_e_07_TE,1,0.0,0,0,0,0,1,1,0
2013.1.00280.S,B,uid://A001/X121/Xbd,Ready,sn1987a_f_07_TE,1,0.0,0,0,0,0,1,1,0
2013.1.00280.S,B,uid://A001/X121/Xbe,Ready,sn1987a_g_07_TE,1,0.0,0,0,0,0,1,1,0
2013.1.01365.S,B,uid://A001/X12f/X99,Ready,W43-MM1_a_06_TE,3,1.0,0,0,0,0,1,0,0
2013.1.01365.S,B,uid://A001/X12f/X9a,Ready,W43-MM1_a_06_TC,2,0.0,0,1,0,0,0,0,0
2013.1.00793.S,B,uid://A001/X13a/Xcf,Ready,2MASS_J0_a_07_TE,3,0.0,0,0,0,0,0,1,1
2013.1.00793.S,B,uid://A001/X13a/Xd0,Ready,2MASS_J0_a_06_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00367.S,B,uid://A001/X136/X2f,Ready,orion_kl_b_09_TE,1,0.0,0,0,0,1,0,0,0
2013.1.00367.S,B,uid://A001/X136/X30,Ready,orion_kl_b_09_TC,1,0.0,0,1,0,0,0,0,0
2013.1.00025.S,B,uid://A001/X135/X19,Ready,hd_18132_a_07_TE,1,0.0,0,0,0,0,0,0,1
2013.1.00025.S,B,uid://A001/X135/X1a,Ready,hr_4796a_a_07_TE,1,0.0,0,0,0,0,0,1,0
